Region,Technology,Mode_of_operation,Emission,Year,Value,,Unit,Source,Updated at,Updated by
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2018,-0.88,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2020,-0.88,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2025,-0.85,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2030,-0.85,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2035,-0.865,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2040,-0.88,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2045,-0.89,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2050,-0.90,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2055,-0.90,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Biogas_CCS,All,CO2,2060,-0.90,,Fraction,NET negative incl. supply chain (Fajardy & Mac Dowell 2017; Stockholm Exergi ~90% design); held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2018,0.12,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2020,0.12,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2025,0.10,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2030,0.07,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2035,0.06,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2040,0.05,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2045,0.04,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2050,0.03,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2055,0.03,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_Natural_CCS,All,CO2,2060,0.03,,Fraction,same amine capture as power plants (no basis for permanent 12% penalty); NETL/IEAGHG; held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Gas_CCGT_SynGas,All,CO2,All,0.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Hydrogen_FuelCell,All,CO2,All,0.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_Oil,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,CHP_WasteToEnergy,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Rail_Conv,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Road_ICE,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Road_ICE,2,CO2,All,0.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Road_LNG,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Road_PHEV,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Road_PHEV,2,CO2,All,0.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Ship_Conv,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Ship_LNG,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HB_Gas_Boiler,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HB_Hardcoal,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HB_Lignite,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HB_Oil_Boiler,1,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2018,0.50,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2020,0.50,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2025,0.50,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2030,0.50,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2035,0.45,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2040,0.40,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2045,0.35,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2050,0.30,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2055,0.30,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_BF_BOF_CCS,All,CO2,2060,0.30,,Fraction,site-wide capture capped ~50-60% (IEAGHG 2013-04 steel; IEEFA 2024; Dunkirk DMX is single-stream); held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_Bio_BF_BOF,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2018,0.35,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2020,0.35,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2025,0.35,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2030,0.30,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2035,0.275,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2040,0.25,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2045,0.225,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2050,0.20,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2055,0.20,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HHI_DRI_EAF_CCS,All,CO2,2060,0.20,,Fraction,Al Reyadah: ~90% of process-gas stream = 20-27% of site emissions (site-level fuel scope); held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HLI_Gas_Boiler,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HLI_Hardcoal,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HLI_Lignite,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HLI_Oil_Boiler,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2018,0.12,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2020,0.093,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2025,0.15,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2030,0.12,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2035,0.11,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2040,0.10,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2045,0.09,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2050,0.08,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2055,0.08,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Gas_CCS,All,CO2,2060,0.08,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2018,0.12,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2020,0.093,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2025,0.15,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2030,0.12,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2035,0.11,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2040,0.10,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2045,0.09,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2050,0.08,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2055,0.08,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_HardCoal_CCS,All,CO2,2060,0.08,,Fraction,diffuse multi-stack industrial sites cap capturable flue-gas share; IEA CCUS in industry; held at 2050 (post-horizon continuation); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
World,HMHI_Oil,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
World,PSNG_Air_Conv,All,CO2,All,1.0,,Fraction,no source needed - all emissions go into athmosphere,22.01.2025,Konstantin Loffler <kl@wip.tu-berlin.de>
