Region,Technology,Year,Value,Unnamed: 4,Unit,Source,Updated at,Updated by
TR,P_Nuclear,2028,2.64,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2029,3.12,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2031,3.32,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2032,3.04,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2033,2.76,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2034,2.48,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2036,2.2,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2037,2.2,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2038,2.2,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
TR,P_Nuclear,2039,2.2,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,P_Nuclear,2036,1,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,P_Nuclear,2037,1,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,P_Nuclear,2038,1,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,P_Nuclear,2039,1,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,P_Nuclear,2036,3.08,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,P_Nuclear,2037,3.36,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,P_Nuclear,2038,3.64,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,P_Nuclear,2039,3.92,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,P_Nuclear,2036,0.64,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,P_Nuclear,2037,0.88,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,P_Nuclear,2038,1.12,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,P_Nuclear,2039,1.36,,GW,interpolated,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,P_Nuclear,2036,1,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,P_Nuclear,2037,1,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,P_Nuclear,2038,1,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
SPP,P_Nuclear,2039,1,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,P_Nuclear,2036,3.08,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,P_Nuclear,2037,3.36,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,P_Nuclear,2038,3.64,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewYork,P_Nuclear,2039,3.92,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,P_Nuclear,2036,0.64,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,P_Nuclear,2037,0.88,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,P_Nuclear,2038,1.12,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
NewEngland,P_Nuclear,2039,1.36,,GW,dummy data - empty entry,03.06.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
