Region,Region.1,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
Canada,NewEngland,Power,2031,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2032,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2033,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2034,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2035,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2036,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2037,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2038,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2039,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2040,2.395,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2025,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2026,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2027,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2028,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2029,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2030,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2031,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2032,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2033,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2034,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2035,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2036,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2037,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2038,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2039,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2040,5.477,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2025,3.719,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2026,3.969,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2027,4.219,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2028,4.469,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2029,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2030,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2031,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2032,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2033,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2034,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2035,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2036,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2037,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2038,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2039,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2040,4.626,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2025,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2026,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2027,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2028,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2029,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2030,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2031,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2032,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2033,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2034,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2035,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2036,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2037,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2038,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2039,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2040,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2025,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2026,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2027,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2028,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2029,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2030,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2031,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2032,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2033,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2034,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2035,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2036,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2037,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2038,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2039,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2040,0.2,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2025,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2026,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2027,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2028,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2029,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2030,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2031,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2032,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2033,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2034,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2035,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2036,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2037,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2038,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2039,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2040,3.15,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2025,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2026,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2027,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2028,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2029,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2030,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2031,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2032,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2033,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2034,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2035,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2036,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2037,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2038,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2039,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2040,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2025,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2026,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2027,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2028,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2029,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2030,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2031,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2032,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2033,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2034,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2035,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2036,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2037,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2038,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2039,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2040,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2025,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2026,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2027,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2028,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2029,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2030,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2031,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2032,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2033,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2034,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2035,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2036,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2037,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2038,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2039,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2040,0.82,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2025,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2026,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2027,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2028,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2029,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2030,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2031,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2032,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2033,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,WECC,Power,2034,0.0,,GW,"IC transfer capability, Low floor (MW/1000), capped at existing",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
