Region,Region2,Fuel,Value,,Unit,Source,Updated at,Updated by
AT,HU,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,HU,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,HU,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,IT,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,IT,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,IT,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,SI,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,SI,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,SI,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,SK,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,SK,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,SK,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,DE,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,DE,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,DE,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,DE_RP,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,DE_RP,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,DE_RP,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,FR,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,FR,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,FR,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,LU,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,LU,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,LU,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,NL,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,NL,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,NL,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,NO,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,NO,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,NO,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,UK,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,UK,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,UK,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,GR,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,GR,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,GR,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,NONEU_Balkan,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,NONEU_Balkan,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,NONEU_Balkan,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,RO,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,RO,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,RO,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,TR,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,TR,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,TR,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,AT,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,AT,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,AT,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,DE,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,DE,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,DE,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,DE_BW,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,DE_BW,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,DE_BW,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,FR,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,FR,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,FR,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,IT,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,IT,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,IT,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,AT,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,AT,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,AT,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE_BY,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE_BY,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE_BY,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE_SN,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE_SN,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,DE_SN,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,PL,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,PL,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,PL,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,SK,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,SK,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,SK,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
California,WECC,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
California,WECC,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
California,WECC,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,AT,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,AT,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,AT,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,BE,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,BE,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,BE,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CH,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CH,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CH,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CZ,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CZ,H2,150,,PJ,"Assumption: first-build allowance on virgin corridor = ~4.75 GW usable = EHB medium (36"") new-build class; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CZ,Power,3,,GW,Assumption: first-build allowance on virgin corridor = one modern HVDC bipole class (2x1.5-2 GW); see Assumptions.txt,2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,DK,Gas_Natural,300,,PJ,"Assumption: first-build allowance on virgin corridor = ~9.5 GW = one mid-size new pipeline (30-36""), ACER/EHB size classes; see Assumptions.txt",2026-07-30,Konstantin Loffler <kl@wip.tu-berlin.de>
