Region,Technology,Year,Value,,Unit,Source,Updated at,Updated by
California,P_Gas_CCGT_Residual,2026,23.176399,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2038,19.973497,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2038,3.12291,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2039,19.284975,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2039,3.811432,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT_Residual,2040,18.570952,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_CCGT,2040,4.525455,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2026,10.914946,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2027,10.870846,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2028,10.901422,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2029,10.925334,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2030,11.12062,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2031,11.480531,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2032,11.489547,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2033,11.497877,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2034,11.450641,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2035,11.459265,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2036,11.470551,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2037,11.480572,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2038,11.489352,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2039,11.496869,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_OCGT,2040,11.503143,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2026,3.82445,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2027,3.604832,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2028,3.604832,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2029,0.789684,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2030,0.547232,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2031,0.547232,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2032,0.547232,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2033,0.112112,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2034,0.101332,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2035,0.068992,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2036,0.068992,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2037,0.068992,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2038,0.068992,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2039,0.068992,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Steam,2040,0.068992,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2026,0.890036,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2027,0.996268,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2028,1.026844,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2029,1.138858,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2030,1.215494,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2031,1.213044,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2032,1.213044,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2033,1.210496,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2034,1.204224,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2035,1.204224,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2036,1.204224,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2037,1.204224,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2038,1.204224,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2039,1.204224,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Gas_Engines,2040,1.204224,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2026,26.901098,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2027,33.340384,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2028,34.802936,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2029,36.165528,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2030,38.936576,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2031,43.727894,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2032,47.418672,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2033,50.324372,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2034,53.562586,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2035,56.631456,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2036,56.631456,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2037,56.631456,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2038,56.631456,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2039,56.631456,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_PV_Utility_Opt,2040,56.631456,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2026,9.179562,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2027,9.192302,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2028,9.192302,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2029,9.192302,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2030,9.192302,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2031,9.192302,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2032,9.322348,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2033,9.522954,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2034,11.336346,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2035,12.29606,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2036,12.29606,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2037,12.29606,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2038,12.29606,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2039,12.29606,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Wind_Onshore_Opt,2040,12.29606,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2025,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2026,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2027,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2028,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2029,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2030,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2031,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2032,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2033,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2034,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2035,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2036,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2037,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2038,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2039,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Lignite,2040,0.0,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Hardcoal,2025,1.1845,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Hardcoal,2026,1.142939,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Hardcoal,2027,1.122158,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Hardcoal,2028,1.087523,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Hardcoal,2029,0.976693,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Hardcoal,2030,0.89357,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Hardcoal,2031,0.845082,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
California,P_Coal_Hardcoal,2032,0.771546,,GW,US Pools widening band (min); Nuclear=LSR trajectory (PMK); Coal=US Coal Trajectory CENTRAL,2026-06-04,Konstantin Loffler <kl@wip.tu-berlin.de>
