Region,Region2,Fuel,Year,Value,Unnamed: 5,Unit,Source,Updated at,Updated by
FI,DE,H2,2030,662.256,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
FI,SE,H2,2030,875.124,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
FR,BE,H2,2030,141.912,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
FR,DE,H2,2030,268.056,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
FR,ES,H2,2030,283.824,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
GR,BG,H2,2030,99.217512,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HR,HU,H2,2035,84.3588,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HR,SI,H2,2035,10.512,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HR,HU,H2,2040,84.3588,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HR,SI,H2,2040,10.512,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,RO,H2,2030,100.9152,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,SK,H2,2030,131.4,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,HR,H2,2035,84.3588,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,RO,H2,2035,50.4576,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,SK,H2,2035,65.7,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,SI,H2,2035,12.8772,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,HR,H2,2040,84.3588,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,RO,H2,2040,50.4576,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,SK,H2,2040,65.7,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
HU,SI,H2,2040,12.8772,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
IT,AT,H2,2030,220.752,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
IT,CH,H2,2030,115.632,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
IT,SI,H2,2035,12.8772,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
IT,SI,H2,2040,12.8772,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
LT,LV,H2,2030,131.4,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
LT,PL,H2,2030,262.8,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
LV,EE,H2,2030,131.4,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
LV,LT,H2,2030,262.8,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
NL,BE,H2,2030,63.072,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
NL,DE,H2,2030,492.75,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
NL,BE,H2,2035,15.768,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
NL,BE,H2,2040,15.768,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
NL,BE,H2,2045,31.536,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
NL,BE,H2,2050,31.536,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
NL,BE,H2,2055,31.536,,PJ,same as 2050 for now; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Nikita Moskalenko <nim@wip.tu-berlin.de>
NL,BE,H2,2060,31.536,,PJ,same as 2050 for now; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Nikita Moskalenko <nim@wip.tu-berlin.de>
NO,DE,H2,2030,543.996,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
PL,DE,H2,2030,262.8,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
PL,LT,H2,2030,131.4,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
PT,ES,H2,2030,106.434,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
RO,BG,H2,2030,23.29722,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
RO,HU,H2,2030,100.9152,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
RO,BG,H2,2035,61.101,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
RO,HU,H2,2035,50.4576,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
RO,BG,H2,2040,61.101,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
RO,HU,H2,2040,50.4576,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SE,FI,H2,2030,875.124,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SI,AT,H2,2035,10.512,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SI,HR,H2,2035,21.681,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SI,HU,H2,2035,12.8772,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SI,IT,H2,2035,12.8772,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SI,AT,H2,2040,10.512,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SI,HR,H2,2040,21.681,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SI,HU,H2,2040,12.8772,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SI,IT,H2,2040,12.8772,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SK,AT,H2,2030,189.216,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SK,CZ,H2,2030,189.216,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SK,HU,H2,2030,131.4,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SK,HU,H2,2035,65.7,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
SK,HU,H2,2040,65.7,,PJ,TYNDP 2022 - Annex C2; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,DE,H2,2031,157.68,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,DE,H2,2032,118.26,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,DE,H2,2033,78.84,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,DE,H2,2034,39.42,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,IT,H2,2031,132.451,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,IT,H2,2032,99.3384,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,IT,H2,2033,66.2256,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,IT,H2,2034,33.1128,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SK,H2,2031,151.373,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
AT,SK,H2,2032,113.53,,PJ,interpolated; NECPEssentials scenario overlay: TYNDP 2022 Annex C2 H2 backbone kept as policy assumption (moved from base 2026-07-30),2026-07-30,Julian Bornemann <jb@wip.tu-berlin.de>
