Source: dummy flat profile (=1 every hour); 2026-05-28; Konstantin Loffler <kl@wip.tu-berlin.de>
HOUR,California,WECC,SPP,MISO,ERCOT,SERC,PJM,NewYork,NewEngland,Canada
54,1.5730242805755394,1.9022118002628121,2.1438637410071943,2.542635433834222,4.531616724336794,4.381174404015057,3.3155361497326203,2.2288382857142857,2.3744695652173915,1.8119493623728329
55,1.6061681654676259,1.918585650459921,2.1370612230215826,2.554787639360155,4.567886274509804,4.3607130489335,3.3619498395721923,2.2410868571428573,2.3701731225296445,1.8146618426708696
56,1.6408735611510792,1.9371637844940868,2.165394748201439,2.5536477944740668,4.634334025374856,4.354252195734002,3.368894438502674,2.2563400000000002,2.364913833992095,1.8132514686917898
57,1.6437811151079138,1.9662511695137976,2.2019060431654673,2.556030489578284,4.700400576701269,4.318521455457968,3.3667929411764703,2.2919268571428573,2.372197628458498,1.8285819028514114
58,1.6823428057553957,1.947762391590013,2.260656762589928,2.5560993698497336,4.666295963091119,4.282491593475533,3.3980210695187165,2.3314537142857144,2.3861494071146243,1.8283478005444906
59,1.7669147482014387,2.0158631274638634,2.31946654676259,2.6185756665050897,4.859447866205306,4.317984316185696,3.404774331550802,2.378952,2.4147723320158105,1.8421869465539475
60,1.7826670863309353,2.001361287779238,2.3198723021582732,2.617824188075618,4.851636216839677,4.306071769134253,3.386963743315508,2.3825297142857145,2.4387320158102765,1.8489673162344176
61,1.8839859712230216,2.0143260183968463,2.3158263309352516,2.6189795443528845,4.836423760092273,4.298300752823087,3.380369411764706,2.423638285714286,2.4510596837944667,1.8487019343745523
62,1.9025489208633093,2.0177531143232588,2.292262014388489,2.625188511875909,4.814814071510957,4.2787084065244665,3.353750588235294,2.429697714285714,2.4488766798418973,1.848754191144863
63,1.913412050359712,2.009351300919842,2.3073972661870505,2.6229242365487155,4.736672549019608,4.198876662484317,3.178270909090909,2.3413805714285716,2.241794861660079,1.8245474996417825
64,1.8494881294964027,1.9533931931668858,2.1939719424460433,2.5576427047988366,4.127100807381776,3.958711292346299,2.8541429946524066,2.226561142857143,2.1408458498023717,1.8083199312222382
65,1.7852595323741007,1.8420189224704335,2.101453309352518,2.5033552108579737,3.4594332179930793,3.821189962358846,2.7007004278074866,2.162285142857143,2.0576328063241105,1.7970445479295027
66,1.5282964028776977,1.669400814717477,1.9638930215827337,2.425080659234125,2.897635178777393,3.628889711417817,2.5305908021390375,2.0664697142857142,1.8788106719367588,1.7169436452213784
67,1.3317701438848921,1.5801919053876476,1.9227302877697843,2.381368637905962,2.6376272202998847,3.476907151819322,2.440491550802139,2.0160171428571427,1.8372292490118578,1.7076512537612838
