Region,Region.1,Fuel,Year,Value,,Unit,Source,Updated at,Updated by
California,WECC,Power,2038,29.633313,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
California,WECC,Power,2039,30.818646,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
California,WECC,Power,2040,32.051392,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2025,2.395,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2026,2.4908,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2027,2.590432,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2028,2.694049,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2029,2.801811,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2030,2.913884,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2031,3.030439,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2032,3.151657,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2033,3.277723,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2034,3.408832,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2035,3.545185,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2036,3.686992,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2037,3.834472,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2038,3.987851,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2039,4.147365,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewEngland,Power,2040,4.31326,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2025,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2026,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2027,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2028,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2029,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2030,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2031,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2032,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2033,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2034,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2035,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2036,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2037,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2038,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2039,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,MISO,Power,2040,6.854,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2025,4.626,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2026,4.626,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2027,4.626,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2028,4.626,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2029,4.719,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2030,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2031,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2032,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2033,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2034,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2035,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2036,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2037,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2038,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2039,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,NewYork,Power,2040,4.969,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2025,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2026,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2027,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2028,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2029,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2030,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2031,0.2,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2032,0.4,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2033,0.6,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2034,0.8,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2035,1.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2036,1.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2037,1.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2038,1.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2039,1.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,PJM,Power,2040,1.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2025,0.2,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2026,0.208,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2027,0.21632,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2028,0.224973,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2029,0.233972,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2030,0.243331,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2031,0.253064,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2032,0.263186,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2033,0.273714,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2034,0.284662,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2035,0.296049,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2036,0.307891,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2037,0.320206,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2038,0.333015,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2039,0.346335,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,SPP,Power,2040,0.360189,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2025,3.15,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2026,3.276,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2027,3.40704,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2028,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2029,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2030,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2031,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2032,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2033,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2034,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2035,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2036,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2037,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2038,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2039,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
Canada,WECC,Power,2040,3.45,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2025,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2026,1.1092,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2027,2.1632,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2028,2.249728,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2029,2.339717,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2030,2.433306,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2031,2.530638,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2032,2.631864,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2033,2.737138,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2034,2.846624,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2035,2.960489,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2036,3.078908,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2037,3.202064,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2038,3.330147,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2039,3.463353,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,MISO,Power,2040,3.601887,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2025,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2026,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2027,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2028,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2029,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2030,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2031,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2032,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2033,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2034,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2035,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2036,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2037,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2038,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2039,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SERC,Power,2040,0.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2025,3.0,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2026,3.12,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2027,3.2448,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2028,3.374592,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2029,3.509576,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2030,3.649959,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
ERCOT,SPP,Power,2031,3.795957,,GW,"IC transfer capability, High/NTP ceiling (MW/1000), floored at existing+commissioned",2026-06-25,Konstantin Loffler <kl@wip.tu-berlin.de>
